show_title,review,rating
my-hero-academia,"i went to store and started walking down the pristine aisles, i noticed a small jar with the word ""happiness"" written on the side. I picked up the jar and brought it to the counter, i payed for it and went to the parking lot.In the parking lot i opened the jar and inside was the most beautiful thing i had ever seen, it was Darling In The Franxx. But yeah bnha is very good 10/10 would recommend",5
my-hero-academia,"My Hero Academia.This series has sat in my queue for a couple months before I got around to trying it out.I'm a bit angry at myself for not giving this series a chance for so long. Lately, I've been watching many low quality series leaving me with bitter disappointment in anime in general. To have let this sit in my queue for so long is unforgivable.Simply put, it is amazing. I haven't had these gleeful feelings since first watching Naruto back in the early 2000's. It is a must watch. A required watch.If you're unsure of the series and have let it sit in your queue as well, I highly recommend watching the first four episodes. I guarantee by the end of the fourth, you'll be spurred forward in wanting to see how everything unfolds.Come, Young Midoriya. This is your hero academia!I get goosebumps and a little teary eyed just thinking about that ending. The music was in sync and just perfect.10/10 Go beyond, plus ultra!",5
my-hero-academia,"Through season 3, I can confidently say this is the best shonen I have ever watched. The voice acting is incredible, especially from Deku in the Muscular fight. The animation is also incredible. I love their take on developing their characters and quirks. There was only one pointless/filler episode in 3 seasons so far. A lot of shonen are packed with them. The music scores are also incredible. They will stick in your head. I am looking forward to the future of this series.",5
my-hero-academia,"At first glance, this show seems like just one more addition to a sub-genre flooded with clichés.  DON'T LET IT FOOL YOU.  My Hero Academia takes this sort of story to the next level, consistently surpassing my expectations and getting me more invested in an anime than I've been in years.  Instead of inverting the tropes shonen is known for, this show surrounds and supports them with elegant scaffoldings of motivations and plot points that change the tone of the old, familiar tale from tired to thrilling and remind us that it's the details that make or break a show.  In particular, I'm impressed by the creator's ability to keep all the characters' differing motivations in mind and ensure that they always act in accordance with what's driving them.  This is a very powerful storytelling tool and one that's, sadly, often subsumed into the ""hive mind"" in typical large-cast anime.  This show not only avoids that trap, it somehow keeps the viewer aware of each character's perspective, even in ensemble scenes, which leads to an extremely rich viewing experience.My Hero Academia is by far the best example of its kind that I've seen.  It's ""Twinkle Twinkle Little Star"" as sung by Whitney Houston.  I'm so, so glad I gave it a chance.",4
my-hero-academia,"Usually I don't like a lot of animes and am found very picky when it comes to the shows I like but HOLLY CRAP THIS ANIME IS GOOD! So far, this anime has pretty solid character backgrounds and designs and even a well crafted plot. Truly, out of all the episodes and seasons so far, my favorite has to be season two and I am expecting get intentions to this anime. I want to refer this anime to Naruto: a simple underdog who fights his way to the top of the charts and this series shows one of the best origin stories I have ever seen/hear. This anime gives me a lot of motivation to fight towards my goal and to overall be happy with the things that you have been blessed within your life!",5
my-hero-academia,"Let me start off with saying that this show is amazing. Boku no Hero Academia, or rather My Hero Academia is the new hot shounen series. This show gets a lot of things right, but it's not perfect either. The first season was rather slow and didn't really introduce us to the characters, but trust me when I say this - the second season totally made up for that problem. The characters were all amazing, and especially one character finally got his time to shine. Our main character Izuku or Deku (whatever you wanna call him) still amazes me, he is not the typical ""whiny"" character, and I can't wait to see him develop even more. The animation was done by well known studio Bones, also known for other popular shows like Fullmetal Alchemist and Noragami. The animation was good, but it was kinda expected I guess? For the music we currenly have 3 openings, and all 3 are amazing (even though my favorite is the second one, Peace  Sign) but I never felt like there was any piece in the soundtrack that stood out to me, maybe my taste in music is just bad?I have conflicted feelings on this show, because I feel like it is too ""over hyped"", I see why it's great, but I wouldn't go out of my way to say this is like a gift from god. I did enjoy this show a lot and I do recommend it. If you like action then what are you waiting for? Therefore, I rate Boku no Hero Academia a solid 7,88 out of 10 and recommend you to watch the heck out of this show. (Please accept that this is my opinion, so don't feel offended in any way, thank you for understanding.)",5
my-hero-academia,"My Hero Academia has delved into some dangerous territory:Multi-episode fightsTournament arcsMain characters that are introduced very lateAnd NEVER ONCE was is boring or cliche.When I found out that season two of this show would heavily focus on a singular tournament I was ready to begin crawling out of my skin as I watched episode after episode of the same two days or so and god did this show come in clutch. The tournament arc was amazing and fun and I was actually sad when it ended. The fight scenes are long, but never dull which makes them a pleasure to watch. The characters all have interesting and captivating backstories and motivations.Nothing in this show has disappointed me and, from the way things are going, I don't think anything will.",5
my-hero-academia,"I've been told by my sister and a friend about this show, and to be honest, I can't remember the last time I was so thrilled and engaged into a fictional world that I would watch it (almost) non-stop, and then pick up the manga and get up to date with the events. It could have been when I read The Count of Monte Cristo, or the Sherlock Holmes stories for the first time; all I gotta say is that My Hero Academia is one of the best shows I have ever seen. The characters are well built, the story is immersive and the soundtrack is bonkers.",5
one-piece,"Don't let the odd art style or ridiculous number of episodes deter you from watching this masterpiece. There will never be a boring moment. You will experience some of the greatest laughs and feels from this series. Just when you think you have the characters figured out, they surprise you. Oda never forgets a single one of the characters that he creates and neither will you. You don't just watch One Piece. You live it alongside the crew as they sail on the open seas on their grandiose adventure.",4.5
one-piece,"One Piece can simply be defined as: constant adventure. It has a truly amazing cast of characters that you will come to love as you learn about their stories and watch them grow. One Piece is a fantastic adventure with epic fight scenes, imaginative characters, wild landscapes, and unforgettable music. You will laugh, cry, feel anger, sadness, and joy as you make your way through the Straw Hats' epic quest. This is the story of Monkey D. Luffy becoming the King of the Pirates.",5
one-piece,"One Piece is simply the greatest anime of all time. When I first read Crunchyroll was adding it to their streaming library, I thought it was a joke, too good to be true. Then, after making sure that no one was pulling some sort of cruel prank on me I jumped for joy. One Piece combines every aspect of an amazing anime into it one ultimate experience for anyone who enjoys the medium. Every character is perfect, well developed, and gets their moment in the spotlight at least once, no matter how minor. One Piece can do anything it wants to, seamlessly transitioning from a comedy into a tear jerker in the space of one episode. I could go on for hours about the level of absolute perfection this show has achieved, but I'll keep myself contained and end at this: WATCH IT. YOU WILL HAVE NO REGRETS.",5
one-piece,"This anime is a pretty long series. I have watched countless hours of this anime and i must say it just keeps getting better. At first the animations are a little weak and they look pretty young but with the ""new world"" look they look clean cut and older. This anime does a great job on character developement you will come to know the whole crews past life experiences and is a great anime to watch. For me 5/5",5
one-piece,"It only took me a couple of months to watch 600+ episodes of the master peice of an anime+less fillers; unlike Naruto, there are significantly less fillers in one piece, and when there are fillers, they are at least entertaining or/and they add to character development and the plot +Likable characters: The characters are interesting and likable, theses are the characters that you actually want to see succeed and win the battle!+Good story: The story is interesting and keeps you hooked in! you always want to watch more after the episode ends+Humor: Contains moment that will have you laugh out loud form laughter-the only downside is that it is a little long and might be imitating for beginners, but i encourage you try this great anime! 5/5 -""ITS A MASTER PIECE""-Dunkey",5
one-piece,"One Piece is a classic, the anime has lasted over 13 years, why has it lasted so long?One of the reasons is the characters, all of the characters have a touching backstory, you get attached to them and want them to succeed. They help people, they joke around, they struggle, they grow, the characters are truly what makes One Piece a show you want to watch. The story is another reason people continue to watch it, who hasn't dreamed of adventure and exploring? He wants to be pirate king and because of that he gets to meet people and have fun and change the world. He's not stuck abiding by the law when the law is wrong, he does what is right and that leads to a lot of trouble often. But we cheer him on because he's doing the right thing, much like people like Batman, he does what is right in his own way. The battles are another reason One Piece has continued so long, Oda comes up with fantastic Devil Fruit powers, which lead to thrilling fights. Sometimes the abilities are silly, other times they are just plain terrifying. Seeing how Luffy and the crew deal with their new adversaries and try to save people, makes the show so addictive to watch. Now that I've covered some of the good things about the series, I will mention the cons.The series starts off with a lackluster art style, as expected for most older anime shows, the characters (definitely not talking about Ussop /sarcasm) can be annoying at times, and there is the typical anime fact there is always a stronger opponent. Basically if you like shonen anime, you will probably like this show, if you like more mature and serious anime (seinen anime) then this probably won't be for you.",5
one-piece,"I have been watching one piece ever since I saw it first air on 4kids TV and Toonami. I have kept up with it throughout the years and must say it is a great anime. However I feel as of late that the anime has begun to become extremly drawn out. I don't know if it is my imagination but I don't remember the series taking so long to progress. I mean lately it appears as if what could be accomplished in one or two episodes in the past, is now three, four, or even five episodes. Do not mistake, however, and think that I do not like this anime. Besides the long, drawn out episodes, this anime has it all: action, comedy, adventure, amazing fight scenes, and heart wrenching moments Spoiler Alert! Click to show or hidewhen they change ships for those of you who know what I mean.Though there is one other problem I do have with this anime. This is mainly directed to those of you who have seen past episode.... 500 or so? If you have not seen past that part I do not recomend opening the following spoiler, and will instead say that some of the anime's aesthetics have changed negatively IMO.  Spoiler Alert! Click to show or hideAfter the bear dude (can't remember his name) pushed all the crew members around the world I feel as if I do not like the apparel or looks of some of the crew members anymore. While zoro, sanji, and ussop received some well deserved badass upgrades (maybe ussops's wasn't so well deserved, but oh well). I don't feel right when I look at all the other characters. Robin looked so much better before the time skip and both her and nami appear to have received a boob job sometime within the last three years. Also I don't quite like how chopper and ""soul king"" have become so.... plush... Lastly, I understand why they did it to franky but I can't stand looking at him now. I feel as if they went a little overboard on ""cyborging"" him up. Thank you for taking the time to read my review. I hope it was helpful.",5
one-piece,"Alot of people including myself were really skeptical about starting one piece, for me the main reason was the art. I really didn't like it at all. But I ended up watching it anyhow and in the end I fell in love with it.The anime has fantastic characters, and awesome story lines, and the best part unlike Naruto or bleach there is almost no filler in one piece. Not to mention One Piece is one of the most popular anime's in japan. You would be doing yourself a favor to start watching this show.Even if you don't want to start a long series, just watch at least 1 episode a day and you won't regret it!",5
one-piece,"Amazing that its been 15years running now. I loved it from the beginning, and to be honest would not mind seeing it go for many more years. It really only feels like we've made it only a bit over half way through the tale, and its never been a dull moment.<Possible semi-Spoilers in the following paragraph>Its been absolutely a trip watching the characters grow and see them each follow their dreams. Its not only about finding One Piece, its about becoming the greatest Swordsman and finding All Blue. It's about drawing the greatest World Map, becoming a Brave Man of the Sea and all of the others' dreams too. This really is the quintessential anime, the one japanese animation series with it all and for the whole family (almost). The world should be One Piece!",5
one-piece,"I'll list the bad aspects first as a warning, but there is definite merit in the good aspects of this series as well--which I list second. :)The BadDo NOT start watching this anime unless you realize first that there is a fairly large chance that it will end inconclusively. It has been running for almost 17 years (more if you've followed the manga) without having 17 years worth of plot to accompany it. The latest arc was 2+ years (3+ if you include the preface). Thing is, the pacing is slow because the anime industry feeds off that money and purposely encourages writers to make it that way (also the reason why Naruto Shippuden refuses to end despite the completion of the manga). For One Piece, there is an ending in sight, but the author (Oda) predicts it's about 10 years away--that's a 27 year series. Most who affectionately started watching this series in 1999 will be likely in their 40's by then with no time to actually watch the episodes as time and life take over. Even more, with Oda's health always in and out of question, there is even a chance that Oda may not be able to complete the series or may rush to create a quick end that may leave strings undone. Even more, some of the iconic voice actors are getting really elderly as well... (For example, Luffy's voice actor is 63+ years old and will be 70+ years old at the time of Oda's predicted ending; Brook and Franky's voice actors are about 60 as well). As sad as it is to say it (and I really hope it doesn't happen, obviously), but it's possible that some of them may not make it to the grand finale--which may mean having to adjust to new voice acting at some of the most crucial parts of the story. I mean, there is only one person who can voice Luffy and Franky. They're very unique voices.The GoodThat being said, One Piece is by far one of the most original stories I have seen in a while. The story itself is funny, tragic, adventurous, and actually really interesting. Even characters you suspect you might not like initially find a way to somehow worm their way into your hearts. The animation drastically changes from the first episode to the current one--but the change is so subtle over time that you don't realize it's happening until you go back and look. The bond that the crew has for their odd and mischievous captain is also very emotional at times--but definitely doesn't form overnight. Luffy has to painstakingly earn their trust, and once he has it, he enriches it through their adventures in search for the infamous ""One Piece."" What's also refreshing is that the crew over time learns that they can't always expect Luffy to take on the full burden of their adventures--that he will literally die or do things that shorten his life to protect those he cares for. So, they, they grow stronger to protect him as well. This is so refreshing from the standard single-character powerhouse who never needs assistance, and strengthens the characters' bond throughout the series--especially later when Luffy faces one of the greatest tragedies of his life that (for a short time) threatens to break his care-free spirit. In ConclusionSince I am VERY picky about the quality of anime I view, I'll admit that this is one of the more enjoyable series I have watched (other favorites being things like Gintama, Lupin III, Yu Yu Hakusho, and Cowboy Bebop--though albeit each very different from one another). I've really enjoyed it, but recently life has begun to get in the way and I find that I grow tired of waiting years for arcs to clear. Lately especially, it takes some enjoyment out of it--especially with the pacing of the last arc. But, if you are just starting out, it's easier to watch because you can skip repetitious shots and unnecessary flashbacks without fear of catching up too soon--though admittingly, the growing number of episodes is often intimidating for many potential viewers. In truth, I may have never started watching this series myself if I had realized it was the Never-Ending-Story. While I don't regret it, I do fear sadly that it will likely end up being cancelled before completion if Oda's health continues to remain poor or if they drag it out 10 more years as Oda suggested.",4
one-piece,"And now I'm borderline obsessed with this story and where it goes. Don't let a first glance at the unconventional art style put you off; it will never seem out of place once you start it up. Oda masterfully has OP take itself very seriously while not taking itself seriously in the slightest, simultaneously and it works! The world building is fantastic, character designs are unforgettable, and while the story becomes increasingly complex, it never feels convoluted. Its core themes are friendship, loyalty, and the relentless pursuit of one's dreams, but it also creatively tackles issues such as racism, classism, government corruption, religion, etc. Even the fillers are interesting! What are you waiting for?",5
one-piece,"I'm not sure why I'm just writing a review now, since One Piece has been my favorite shounen anime since many years ago. I discovered One Piece much later than Naruto and Bleach, but it became my favorite instantly--the story, the adventure, the characters, the humor, everything sets it apart from the other well-known shounen titles. Please, if you haven't tried watching One Piece due to the how long it is, I guarantee you'll catch up in no time. You'll binge watch it without even trying to!",4.5
one-piece,"The show speaks in many ways to all the age groups. I'm 25 and I can say it gladly that I'm a better person because of this show. The storyline and OST are unbelievably amazing. It's currently at 872 episodes and I don't think even 30% of the story is done. If you are looking for a show that will still be going for the next 5 years or maybe a decade, this is it.The only negative I can think of is the fan service that the show started focusing. I'm alright with it and sure it is distracting at some points but you can overlook it or enjoy it, that is up to you.",4.5
one-piece,"Although a very good manga I must say there are quite a few flaws in the anime, for one the animation is off at times... the animation takes off of the emotion the scene is supposed to emit with funny faces and cheesy lines, in some of the scenes im like what sonnn... for example the most memorable one is when in the Marineford Arc where luffy is losing his mind when ace dies the animation of that scene is just horrible in every sence luffys eyes go blank and his mouth is opened wide, it almost looks comical, for me a lot of the emotion that was supposed to be shown just goes away.I enjoy the anime a lot though its a bit tedious and a lot of the times the filler episodes get in the way of the whole story.",5
one-piece,"I began watching this anime to satisfy my nostalgia from when I was younger but as I continued watching I noticed that it started to touch me on levels that I thought long gone at the age of 22, I found myself experiencing emotions while watching the anime that were as strong as and if not, stronger than my emotional reaction to events in real life. This whole anime is an exploration of Oda's mind, these characters are Oda's best friends and he knows them better than anyone. The consistency of the writing is phenomenal, the constant and natural-feeling development of the characters is oddly comforting, the broad spectrum of humour goes beyond the boundaries of cultures and languages, and Luffy... I am struggling to find words befitting to describe him... This anime is Oda's Ode to Luffy, every episode will get you one step closer to understanding Luffy, understanding yourself and understanding why the hell Zoro can't follow simple directions.",5
one-piece,"Simply the best anime I have ever seen or will ever see in my life. I have watched countless anime in my lifetime including the big three (Naruto, Bleach, One Piece). Hands down the best thing I have ever seen. At first glance by reading the synopsis what you would get from this anime is just another Shonen action manga that happens to be about pirates and features interesting details such as a super treasure named ""One Piece"" and powers derived from so called ""Devil' Fruits. However it is so much more. This show has every genre you can think of. Any story-line you know will and can be used by the masterful Eiichiro Oda and his team. One Piece offers so much content, virtually anyone willing to put in the time can enjoy this show. This show knows how to evoke just the right emotion when it wants to. It explores and dives into every type of genre that exists while still staying true to it's premise of pirates and super powers and lots of action. It also delivers elsewhere. Whether it be debating morality, touching on romance, exploring sci-fi concepts or even traditional themes it executes all gracefully and masterfully wanting more each and every episode you watch. As of July 13th, 2016, with 749 episodes, 13 Movies, 12 TV Specials, 4 OVA's, and 4 Featurette's and only more and more to come with no end in sight this truly massive and global anime and manga are what put this series as my number 1. Eiichiro Oda began writing One Piece in 1996 and it is still going strong and more popular than ever in 2016. The author stated he has already planned and known the ending of the show since the beginning and all we have to do is live the journey with him. If you are a fan of life itself you will like this show. If you like anime, you will like this show. If you like Pirates, you will like this show. If you like intense action and over-the-top battles, you will like this show. If you are a fan of sincere heartfelt moments you will like this show. This show will make you feel every kind of emotion known. This show deserves every ounce of popularity it gets and I thank Eiichiro Oda for his selfless service to mankind. This is my favorite anime of all time and I recommend everyone to watch it regardless of age because all will enjoy. Don't be intimidated by it's size you can watch in any speed, form, or manner. But beware once you start you will never be able to stop. This is our modern day Iliad and we get to live through every moment. I cannot recommend this enough 5/5",5
one-piece,"this is mainly my favorite show, because there is so much to it. the story is amazing, the characters are awesome,[especially luffy!!!!] it has pirates,[also if you don't want the story spoiled a bit don't read anymore you get the gist that's its awesome]  it has swords eating devil fruits, it has GUNS eating devil fruits, I mean what does this show not have???                                                                                                                                                                                                                                                                             plus its made by SHOUNEN, in my opinion and almost everyone else's its the best SHOUNEN anime. Everyone who doesn't like it NEEDS TO LIKE IT, TRUST ME, it has everything you want and the main character is mega awesome i mean who cant like luffy???[I think he'll be the strongest anime character ever, knowing Oda, and yes I know there is a lot of other really strong anime characters but trust me hell be omega strong soon]everyone whos reading this needs to watch the show now or soon, trust me you'll fall in love with this show in seconds its just amazing/awesome .",5
