,source,score,sentiment
12117,Visual novel,5.61,1
12907,Music,5.61,1
7880,Manga,5.61,1
4934,Music,5.61,1
8382,Manga,5.61,1
10135,Unknown,5.61,1
11180,Unknown,5.61,1
7036,Unknown,5.61,1
10917,Unknown,5.61,1
4963,Unknown,5.61,1
5141,Unknown,5.62,1
5495,Music,5.62,1
5148,Book,5.62,1
6526,Unknown,5.62,1
10835,Music,5.62,1
85,Music,5.62,1
6587,Unknown,5.62,1
5507,Original,5.62,1
4753,Unknown,5.62,1
1053,Unknown,5.62,1
732,Unknown,5.62,1
12286,Manga,5.62,1
1429,Unknown,5.62,1
12427,Manga,5.62,1
7131,Unknown,5.62,1
13670,Manga,5.62,1
5857,Unknown,5.62,1
5425,Game,5.62,1
12622,Original,5.62,1
12909,Unknown,5.62,1
202,Original,5.62,1
6265,Original,5.62,1
653,Unknown,5.62,1
8414,Unknown,5.62,1
11542,Novel,5.62,1
2499,Unknown,5.62,1
9484,Original,5.62,1
12994,Unknown,5.63,1
12518,Unknown,5.63,1
12696,Original,5.63,1
13075,Unknown,5.63,1
8695,Other,5.63,1
6860,Unknown,5.63,1
7419,Unknown,5.63,1
1294,Unknown,5.63,1
12959,Other,5.63,1
1496,Unknown,5.63,1
13771,Original,5.63,1
4673,Original,5.63,1
2413,Manga,5.63,1
11217,Game,5.63,1
93,Original,5.63,1
10149,Original,5.63,1
2821,Unknown,5.63,1
10897,Unknown,5.63,1
7082,Unknown,5.63,1
9755,Game,5.63,1
1953,Unknown,5.63,1
1748,Unknown,5.63,1
12686,Original,5.63,1
777,Unknown,5.63,1
4072,Web manga,5.63,1
2566,Unknown,5.63,1
12682,Original,5.63,1
8485,Other,5.63,1
14226,Unknown,5.63,1
7140,Unknown,5.63,1
11983,Original,5.63,1
320,Unknown,5.63,1
6726,Visual novel,5.63,1
4177,Unknown,5.63,1
131,Game,5.63,1
2769,Manga,5.63,1
2648,Original,5.63,1
12640,Unknown,5.63,1
10978,Original,5.63,1
3133,Original,5.63,1
11016,4-koma manga,5.63,1
6320,Unknown,5.63,1
358,Game,5.63,1
12910,Unknown,5.63,1
3138,Unknown,5.63,1
9971,Original,5.63,1
1241,Unknown,5.63,1
1338,Unknown,5.64,1
12688,Unknown,5.64,1
7138,Game,5.64,1
11503,Unknown,5.64,1
5611,Original,5.64,1
7017,Unknown,5.64,1
12704,4-koma manga,5.64,1
1450,Game,5.64,1
11785,Original,5.64,1
4437,Unknown,5.64,1
11173,Unknown,5.64,1
12063,Visual novel,5.64,1
8647,Original,5.64,1
5461,Original,5.64,1
1784,Unknown,5.64,1
9107,Original,5.64,1
12517,Visual novel,5.64,1
12301,Original,5.64,1
10120,Unknown,5.64,1
6233,Original,5.64,1
6154,Original,5.64,1
12830,Other,5.64,1
1578,Original,5.64,1
12489,Original,5.64,1
635,Other,5.64,1
12240,Unknown,5.64,1
12933,Unknown,5.64,1
5429,Original,5.64,1
6023,Original,5.64,1
5107,Unknown,5.64,1
10233,Unknown,5.64,1
742,Original,5.64,1
8491,Original,5.64,1
2890,Original,5.64,1
8449,Light novel,5.64,1
7382,Unknown,5.65,1
7556,Unknown,5.65,1
2658,Visual novel,5.65,1
9543,Unknown,5.65,1
1622,Other,5.65,1
12057,Unknown,5.65,1
8445,Other,5.65,1
7670,Original,5.65,1
584,Original,5.65,1
12836,Unknown,5.65,1
11595,Unknown,5.65,1
13057,Original,5.65,1
7067,Original,5.65,1
12985,Manga,5.65,1
7763,Unknown,5.65,1
12272,Manga,5.65,1
4645,Unknown,5.65,1
3519,Unknown,5.65,1
7987,Original,5.65,1
1507,Game,5.65,1
9588,Manga,5.65,1
6871,Manga,5.65,1
12269,Unknown,5.65,1
2075,Other,5.65,1
4743,Unknown,5.65,1
2752,Manga,5.65,1
9580,Game,5.65,1
9871,Original,5.65,1
11963,Manga,5.65,1
9147,Unknown,5.65,1
5598,Music,5.66,1
11313,Unknown,5.66,1
13161,Original,5.66,1
10972,Unknown,5.66,1
2834,Original,5.66,1
8522,Manga,5.66,1
9561,Unknown,5.66,1
3845,Original,5.66,1
4481,Visual novel,5.66,1
11638,Manga,5.66,1
2975,Original,5.66,1
937,Visual novel,5.66,1
200,Light novel,5.66,1
4912,Unknown,5.66,1
10433,Original,5.66,1
14439,Unknown,5.66,1
7961,Unknown,5.66,1
7049,Manga,5.66,1
5661,Unknown,5.66,1
11860,Visual novel,5.66,1
5285,Game,5.66,1
7371,Game,5.66,1
2688,Visual novel,5.66,1
1137,Manga,5.66,1
6704,4-koma manga,5.66,1
3147,Unknown,5.66,1
4526,Manga,5.66,1
5456,Unknown,5.66,1
5977,Manga,5.66,1
1456,Unknown,5.66,1
8097,Unknown,5.66,1
9528,Original,5.66,1
7920,Manga,5.66,1
2217,Game,5.66,1
13503,Original,5.67,1
2866,Unknown,5.67,1
3124,Unknown,5.67,1
10845,Unknown,5.67,1
6086,Original,5.67,1
6409,Unknown,5.67,1
12410,Manga,5.67,1
505,Unknown,5.67,1
204,Original,5.67,1
5072,Light novel,5.67,1
9715,Manga,5.67,1
5715,Visual novel,5.67,1
5079,Unknown,5.67,1
11589,Original,5.67,1
9710,Visual novel,5.67,1
9160,4-koma manga,5.67,1
674,Unknown,5.67,1
9372,Picture book,5.67,1
8166,Unknown,5.67,1
11935,Unknown,5.67,1
10764,Unknown,5.67,1
4071,Unknown,5.67,1
13913,Original,5.67,1
14168,Unknown,5.67,1
8548,Original,5.67,1
7666,Original,5.67,1
7306,Manga,5.67,1
8860,Manga,5.67,1
14425,Original,5.67,1
5467,Unknown,5.67,1
13986,Unknown,5.67,1
8998,Unknown,5.67,1
845,Unknown,5.67,1
12022,Original,5.67,1
13423,Unknown,5.67,1
6977,Unknown,5.67,1
12005,Game,5.67,1
9251,Visual novel,5.67,1
12235,Original,5.67,1
7375,Unknown,5.67,1
12128,Unknown,5.67,1
4660,Other,5.67,1
11096,Unknown,5.67,1
6946,Manga,5.67,1
3975,Other,5.67,1
4816,Unknown,5.67,1
3021,Book,5.67,1
13067,Original,5.67,1
889,Novel,5.67,1
14143,Original,5.67,1
2317,Unknown,5.67,1
2687,Unknown,5.67,1
11680,Picture book,5.67,1
12381,Original,5.67,1
8221,Unknown,5.67,1
1982,Original,5.67,1
481,Original,5.67,1
9309,Unknown,5.67,1
13031,Unknown,5.67,1
8601,Unknown,5.67,1
2206,Original,5.67,1
13083,Unknown,5.67,1
12737,Unknown,5.67,1
10195,Game,5.68,1
10612,Unknown,5.68,1
805,Original,5.68,1
12777,Unknown,5.68,1
2968,Unknown,5.68,1
150,Music,5.68,1
5747,Unknown,5.68,1
9602,Original,5.68,1
3109,Manga,5.68,1
11678,Manga,5.68,1
9427,Original,5.68,1
3076,Unknown,5.68,1
6009,Manga,5.68,1
3382,Visual novel,5.68,1
6863,Unknown,5.68,1
7982,Unknown,5.68,1
3499,Manga,5.68,1
592,Unknown,5.68,1
10651,Unknown,5.68,1
3827,Unknown,5.68,1
4995,Original,5.68,1
12083,Unknown,5.68,1
1152,Original,5.68,1
6981,Unknown,5.68,1
478,Original,5.68,1
10033,Manga,5.68,1
13554,Unknown,5.68,1
5436,Unknown,5.68,1
394,Unknown,5.68,1
9231,Unknown,5.68,1
3573,Original,5.69,1
2452,Other,5.69,1
7613,Unknown,5.69,1
8797,Unknown,5.69,1
12142,Unknown,5.69,1
4557,Unknown,5.69,1
7330,Original,5.69,1
11766,Unknown,5.69,1
5514,Unknown,5.69,1
4165,Unknown,5.69,1
12881,Manga,5.69,1
3985,Unknown,5.69,1
6639,4-koma manga,5.69,1
3492,Unknown,5.69,1
8656,Unknown,5.69,1
8694,Visual novel,5.69,1
2003,Visual novel,5.69,1
3009,Unknown,5.69,1
7569,Music,5.69,1
9261,Other,5.69,1
6171,Unknown,5.69,1
8564,Unknown,5.69,1
11933,Original,5.69,1
2404,Manga,5.69,1
7086,Unknown,5.69,1
13611,Original,5.69,1
12103,Manga,5.69,1
10553,Unknown,5.69,1
647,Web manga,5.69,1
6097,Unknown,5.69,1
7122,Unknown,5.69,1
9353,Music,5.69,1
13706,Original,5.69,1
12617,Unknown,5.69,1
4118,Unknown,5.69,1
10218,Unknown,5.69,1
2859,Unknown,5.69,1
12487,Unknown,5.69,1
4393,Original,5.69,1
6823,Visual novel,5.69,1
4488,Manga,5.69,1
3016,Unknown,5.7,1
10658,Unknown,5.7,1
1620,Unknown,5.7,1
13907,Original,5.7,1
256,Original,5.7,1
934,Original,5.7,1
12651,Unknown,5.7,1
8232,Original,5.7,1
10362,Light novel,5.7,1
7537,Unknown,5.7,1
13740,Other,5.7,1
3893,Original,5.7,1
11309,Unknown,5.7,1
7153,Original,5.7,1
361,Original,5.7,1
9817,Unknown,5.7,1
8052,Other,5.7,1
8034,Unknown,5.7,1
3544,Music,5.7,1
2843,Original,5.7,1
4043,Original,5.7,1
11485,Game,5.7,1
3809,Manga,5.7,1
14240,Original,5.7,1
13794,Unknown,5.7,1
8357,Original,5.7,1
13095,Visual novel,5.7,1
4214,Game,5.7,1
4395,Original,5.7,1
10819,Unknown,5.7,1
8865,Original,5.7,1
10407,Manga,5.7,1
4404,Other,5.7,1
3092,Unknown,5.7,1
5329,Original,5.7,1
6632,Unknown,5.7,1
12300,Game,5.7,1
6670,Original,5.7,1
7590,Unknown,5.7,1
13308,Manga,5.7,1
7475,Original,5.71,1
7977,Unknown,5.71,1
5713,Manga,5.71,1
13703,Unknown,5.71,1
10243,Unknown,5.71,1
6886,Manga,5.71,1
4738,Other,5.71,1
12067,Unknown,5.71,1
13588,Unknown,5.71,1
4457,Original,5.71,1
12561,Unknown,5.71,1
7703,Unknown,5.71,1
12210,Unknown,5.71,1
13466,Unknown,5.71,1
6571,Unknown,5.71,1
13823,Other,5.71,1
11722,Manga,5.71,1
9761,Visual novel,5.71,1
11164,Unknown,5.71,1
5176,Unknown,5.71,1
6644,Manga,5.71,1
4877,Visual novel,5.71,1
13960,Original,5.71,1
6730,Original,5.71,1
13254,Original,5.71,1
8809,Unknown,5.71,1
9892,Unknown,5.71,1
13589,Unknown,5.71,1
4280,Unknown,5.71,1
6164,Unknown,5.71,1
8433,Unknown,5.71,1
12541,Manga,5.71,1
12839,Unknown,5.71,1
3142,Unknown,5.71,1
1113,Unknown,5.71,1
1698,Original,5.71,1
12890,Original,5.71,1
3356,Visual novel,5.71,1
2637,Unknown,5.71,1
1823,Original,5.71,1
14328,Original,5.71,1
532,Music,5.71,1
2264,Music,5.71,1
1106,Unknown,5.71,1
1457,Unknown,5.71,1
226,Unknown,5.71,1
14340,Unknown,5.71,1
14214,Unknown,5.71,1
4032,Music,5.71,1
1045,Unknown,5.71,1
887,Other,5.72,1
2746,Visual novel,5.72,1
12094,Manga,5.72,1
10870,Music,5.72,1
12281,Unknown,5.72,1
12508,Visual novel,5.72,1
3512,Visual novel,5.72,1
5680,Original,5.72,1
414,Original,5.72,1
11755,Original,5.72,1
5299,Unknown,5.72,1
1693,Unknown,5.72,1
9118,Game,5.72,1
8810,Original,5.72,1
1582,Original,5.72,1
8653,Original,5.72,1
7060,Original,5.72,1
3243,Visual novel,5.72,1
7071,Unknown,5.72,1
206,Game,5.72,1
13809,Visual novel,5.72,1
1720,Original,5.72,1
3547,Other,5.72,1
6153,Unknown,5.72,1
6808,Original,5.72,1
1090,Game,5.72,1
6739,Unknown,5.72,1
5102,Unknown,5.72,1
13542,Original,5.72,1
1348,Unknown,5.72,1
11094,Original,5.72,1
6967,Unknown,5.73,1
7486,Unknown,5.73,1
10618,Visual novel,5.73,1
12809,Manga,5.73,1
2636,Unknown,5.73,1
84,Manga,5.73,1
13428,Original,5.73,1
9040,Unknown,5.73,1
12785,Game,5.73,1
9698,Unknown,5.73,1
1586,Unknown,5.73,1
7964,Original,5.73,1
11614,Web manga,5.73,1
9831,Unknown,5.73,1
11621,Visual novel,5.73,1
4606,Original,5.73,1
2384,Unknown,5.73,1
9637,Unknown,5.73,1
5458,Manga,5.73,1
12900,Original,5.73,1
8329,Manga,5.73,1
5824,Picture book,5.73,1
13535,4-koma manga,5.73,1
12636,Unknown,5.73,1
5839,Unknown,5.73,1
969,Book,5.73,1
1729,Unknown,5.73,1
278,Original,5.73,1
5872,Unknown,5.73,1
5150,Game,5.73,1
7571,Unknown,5.73,1
8588,Original,5.73,1
9980,Visual novel,5.73,1
7103,Unknown,5.73,1
432,Unknown,5.73,1
10188,Unknown,5.73,1
3931,Manga,5.73,1
666,Unknown,5.73,1
9705,Original,5.73,1
8349,Manga,5.73,1
13435,Original,5.73,1
13791,Visual novel,5.73,1
12267,Unknown,5.73,1
2140,Manga,5.74,1
1962,Unknown,5.74,1
9175,Unknown,5.74,1
6131,Unknown,5.74,1
4374,Original,5.74,1
6398,Manga,5.74,1
3070,Light novel,5.74,1
6930,Original,5.74,1
11258,Manga,5.74,1
12757,Manga,5.74,1
6231,Unknown,5.74,1
2993,Visual novel,5.74,1
2267,Manga,5.74,1
12762,Unknown,5.74,1
5700,Book,5.74,1
2789,Unknown,5.74,1
8192,Light novel,5.74,1
4818,Game,5.74,1
12971,Unknown,5.74,1
9375,Manga,5.74,1
11663,Unknown,5.74,1
11373,Unknown,5.74,1
8886,Original,5.74,1
4649,Unknown,5.74,1
11577,Unknown,5.74,1
1295,Original,5.75,1
7320,Original,5.75,1
7610,Unknown,5.75,1
4702,Book,5.75,1
3313,Original,5.75,1
4798,Unknown,5.75,1
3271,Original,5.75,1
342,Unknown,5.75,1
13962,Game,5.75,1
289,Other,5.75,1
3472,Game,5.75,1
193,Unknown,5.75,1
10378,Other,5.75,1
4036,Manga,5.75,1
8420,Unknown,5.75,1
14223,Unknown,5.75,1
3159,Manga,5.75,1
1230,Unknown,5.75,1
8914,Original,5.75,1
9665,Unknown,5.75,1
8857,Original,5.75,1
884,Original,5.75,1
11185,Novel,5.75,1
6381,Unknown,5.75,1
10624,Game,5.75,1
4662,Unknown,5.75,1
8385,Visual novel,5.75,1
10359,Original,5.75,1
2813,Original,5.75,1
4438,Unknown,5.75,1
5683,Unknown,5.75,1
11022,Unknown,5.75,1
7672,Game,5.75,1
9975,4-koma manga,5.75,1
14247,Unknown,5.75,1
11944,Original,5.75,1
5251,Original,5.75,1
10027,Novel,5.75,1
634,Unknown,5.75,1
11839,Original,5.75,1
7225,Visual novel,5.75,1
5296,Unknown,5.75,1
8181,Unknown,5.75,1
8248,Unknown,5.75,1
10939,Unknown,5.75,1
4291,Original,5.75,1
8272,Unknown,5.75,1
8165,4-koma manga,5.75,1
12591,Unknown,5.75,1
13655,Unknown,5.76,1
14178,Unknown,5.76,1
13199,Manga,5.76,1
12216,Unknown,5.76,1
7628,Unknown,5.76,1
3657,Unknown,5.76,1
9064,Unknown,5.76,1
4737,Unknown,5.76,1
9420,Original,5.76,1
3929,Original,5.76,1
6451,Original,5.76,1
8550,Unknown,5.76,1
410,Manga,5.76,1
4261,Unknown,5.76,1
8730,Unknown,5.76,1
7988,Original,5.76,1
6881,Manga,5.76,1
3587,Unknown,5.76,1
5528,Other,5.76,1
8790,Unknown,5.76,1
2509,Unknown,5.76,1
3184,Original,5.76,1
2526,Unknown,5.76,1
5601,Unknown,5.76,1
12230,Unknown,5.76,1
3516,Manga,5.76,1
5800,Unknown,5.76,1
11611,Unknown,5.76,1
12786,Other,5.76,1
2416,Unknown,5.76,1
3996,Other,5.76,1
11204,Manga,5.76,1
10916,Manga,5.76,1
7702,Manga,5.76,1
10142,Unknown,5.76,1
12423,Game,5.76,1
3986,Unknown,5.76,1
10255,Unknown,5.76,1
8516,Game,5.76,1
5362,Original,5.76,1
9465,Manga,5.76,1
3928,Other,5.77,1
8005,Unknown,5.77,1
11581,Manga,5.77,1
6867,Unknown,5.77,1
10078,Original,5.77,1
8589,Unknown,5.77,1
1197,Visual novel,5.77,1
3589,Original,5.77,1
6960,Visual novel,5.77,1
6475,Original,5.77,1
2634,Unknown,5.77,1
13286,Unknown,5.77,1
11191,Unknown,5.77,1
3952,Original,5.77,1
409,Original,5.77,1
1868,Unknown,5.77,1
7861,Original,5.77,1
10215,Unknown,5.77,1
685,Game,5.77,1
7113,Visual novel,5.77,1
8260,Unknown,5.77,1
986,Unknown,5.77,1
12182,Unknown,5.77,1
12276,Visual novel,5.77,1
2773,Original,5.77,1
6809,Unknown,5.77,1
535,Manga,5.77,1
6431,Original,5.77,1
2265,Unknown,5.77,1
1783,Music,5.77,1
14000,Original,5.77,1
13609,Original,5.78,1
10060,4-koma manga,5.78,1
7008,Original,5.78,1
831,Original,5.78,1
13992,Unknown,5.78,1
6627,Original,5.78,1
1616,Novel,5.78,1
3086,Unknown,5.78,1
7531,Manga,5.78,1
12209,Unknown,5.78,1
302,Unknown,5.78,1
1619,Original,5.78,1
12036,Original,5.78,1
10704,Original,5.78,1
14118,Unknown,5.78,1
7080,Web manga,5.78,1
12540,Unknown,5.78,1
13759,Unknown,5.78,1
2961,Manga,5.78,1
6566,Manga,5.78,1
12780,Unknown,5.78,1
3993,Original,5.78,1
3189,Unknown,5.78,1
2060,Original,5.78,1
10276,Music,5.78,1
3286,Unknown,5.78,1
10270,Game,5.78,1
4831,Music,5.78,1
1642,Unknown,5.78,1
8896,Original,5.78,1
4232,Original,5.78,1
4991,Picture book,5.78,1
10348,Unknown,5.78,1
12879,Novel,5.78,1
12280,Original,5.78,1
1057,Unknown,5.78,1
3656,Original,5.78,1
5727,Original,5.78,1
5735,Original,5.78,1
11080,Unknown,5.78,1
14440,Unknown,5.78,1
4761,Unknown,5.78,1
9683,Manga,5.78,1
2924,Original,5.78,1
8026,Original,5.78,1
10871,Original,5.78,1
11467,Unknown,5.78,1
5874,Card game,5.79,1
8500,Game,5.79,1
2144,Unknown,5.79,1
7186,Original,5.79,1
6006,Manga,5.79,1
7572,Music,5.79,1
12623,Manga,5.79,1
4157,Unknown,5.79,1
8587,Manga,5.79,1
12712,Original,5.79,1
3572,Manga,5.79,1
8180,Unknown,5.79,1
1612,Manga,5.79,1
2403,Original,5.79,1
3261,Unknown,5.79,1
10849,Visual novel,5.79,1
12066,Visual novel,5.79,1
4990,Book,5.79,1
6733,Unknown,5.79,1
56,Original,5.79,1
12620,Original,5.79,1
5253,Visual novel,5.79,1
515,Unknown,5.79,1
8258,Unknown,5.79,1
9934,Visual novel,5.79,1
2278,Game,5.79,1
2263,Manga,5.79,1
6186,Visual novel,5.79,1
7543,Novel,5.79,1
10798,4-koma manga,5.79,1
4929,Manga,5.79,1
4860,Original,5.79,1
3604,Unknown,5.79,1
9939,Unknown,5.79,1
12146,Unknown,5.79,1
3623,Original,5.79,1
6798,Manga,5.79,1
564,Original,5.8,1
3407,Music,5.8,1
5068,Unknown,5.8,1
622,Unknown,5.8,1
12905,Original,5.8,1
7737,Unknown,5.8,1
11021,Unknown,5.8,1
11551,Unknown,5.8,1
6245,Unknown,5.8,1
5762,Unknown,5.8,1
357,Manga,5.8,1
7650,Unknown,5.8,1
435,Original,5.8,1
4651,Unknown,5.8,1
11435,Original,5.8,1
9467,Game,5.8,1
5892,Unknown,5.8,1
4762,Visual novel,5.8,1
1004,Visual novel,5.8,1
11590,Original,5.8,1
14446,Unknown,5.8,1
5406,Unknown,5.8,1
2669,Original,5.8,1
5721,Web manga,5.8,1
1344,Original,5.8,1
10037,Original,5.8,1
10408,Unknown,5.8,1
6922,Unknown,5.8,1
2209,Original,5.8,1
14045,Unknown,5.8,1
14072,Unknown,5.8,1
712,Unknown,5.8,1
13030,Original,5.8,1
8418,Manga,5.8,1
6341,Unknown,5.8,1
9823,Visual novel,5.8,1
4113,Unknown,5.8,1
14351,Unknown,5.8,1
8434,Unknown,5.8,1
13811,Unknown,5.8,1
522,Manga,5.8,1
5163,Music,5.8,1
5173,Light novel,5.8,1
13109,Original,5.8,1
6165,Unknown,5.8,1
9893,Original,5.8,1
14154,Unknown,5.8,1
4048,Unknown,5.8,1
10696,Unknown,5.8,1
14209,Unknown,5.8,1
5671,Original,5.81,1
1394,Visual novel,5.81,1
7854,Unknown,5.81,1
1680,Other,5.81,1
997,Original,5.81,1
8652,Unknown,5.81,1
5477,Manga,5.81,1
8799,Unknown,5.81,1
12154,Original,5.81,1
1944,4-koma manga,5.81,1
113,Visual novel,5.81,1
7651,Unknown,5.81,1
6147,Unknown,5.81,1
9059,Original,5.81,1
11086,Visual novel,5.81,1
9579,Unknown,5.81,1
469,Unknown,5.81,1
8380,Unknown,5.81,1
4431,Unknown,5.81,1
5181,Game,5.81,1
6427,Visual novel,5.81,1
12029,Unknown,5.81,1
8015,Unknown,5.81,1
5923,Unknown,5.81,1
4033,Unknown,5.81,1
6851,Unknown,5.81,1
8845,Unknown,5.81,1
11192,Original,5.81,1
4626,Unknown,5.81,1
3191,Unknown,5.81,1
7663,Visual novel,5.81,1
9661,Original,5.81,1
13280,Unknown,5.81,1
9038,Unknown,5.81,1
9724,Original,5.81,1
11187,Unknown,5.81,1
3749,Manga,5.81,1
10278,Original,5.81,1
2447,Original,5.81,1
11383,Unknown,5.81,1
10311,Other,5.81,1
1417,Unknown,5.82,1
4030,Unknown,5.82,1
5840,Manga,5.82,1
9223,Manga,5.82,1
13723,Manga,5.82,1
11350,Unknown,5.82,1
2307,Unknown,5.82,1
2027,Game,5.82,1
5755,Unknown,5.82,1
3524,Original,5.82,1
6876,Book,5.82,1
3283,Web manga,5.82,1
6421,Unknown,5.82,1
8353,Unknown,5.82,1
13530,Original,5.82,1
7087,Unknown,5.82,1
1716,Manga,5.82,1
7044,Unknown,5.82,1
5270,Unknown,5.82,1
13204,Game,5.82,1
3211,Unknown,5.82,1
5154,Manga,5.82,1
5094,Unknown,5.82,1
2677,Picture book,5.82,1
7934,Unknown,5.82,1
808,Unknown,5.82,1
1517,Music,5.82,1
1150,Novel,5.82,1
10300,Original,5.83,1
5476,Unknown,5.83,1
4224,Original,5.83,1
7328,Unknown,5.83,1
9200,Manga,5.83,1
9513,Picture book,5.83,1
798,Unknown,5.83,1
7193,Unknown,5.83,1
1142,Game,5.83,1
5384,Unknown,5.83,1
6142,Original,5.83,1
844,Unknown,5.83,1
936,Music,5.83,1
6579,Manga,5.83,1
3377,Visual novel,5.83,1
11525,Original,5.83,1
8018,Original,5.83,1
4767,Unknown,5.83,1
10644,Unknown,5.83,1
7756,Manga,5.83,1
9948,Other,5.83,1
12031,Original,5.83,1
10539,Game,5.83,1
8090,Manga,5.83,1
4305,Unknown,5.83,1
6384,Unknown,5.83,1
10846,4-koma manga,5.83,1
11748,Visual novel,5.83,1
7133,Unknown,5.83,1
4537,Unknown,5.83,1
13654,Original,5.83,1
2134,Unknown,5.83,1
9736,Other,5.83,1
4792,Unknown,5.83,1
14200,Book,5.83,1
8991,Manga,5.83,1
1013,Unknown,5.83,1
11426,Original,5.83,1
14090,Unknown,5.83,1
13445,Original,5.83,1
11976,Visual novel,5.83,1
10345,Manga,5.83,1
3055,Original,5.83,1
2475,Original,5.83,1
9191,Original,5.83,1
12899,Original,5.83,1
4679,Unknown,5.83,1
8974,Original,5.83,1
11387,Manga,5.83,1
7205,Manga,5.83,1
998,Unknown,5.83,1
10383,Unknown,5.83,1
1386,Picture book,5.83,1
13098,Original,5.83,1
9538,Original,5.84,1
13192,Game,5.84,1
3468,Original,5.84,1
9652,Original,5.84,1
12679,Unknown,5.84,1
4757,Picture book,5.84,1
3801,Original,5.84,1
1011,Unknown,5.84,1
11700,Game,5.84,1
4099,Unknown,5.84,1
1802,Music,5.84,1
11423,Unknown,5.84,1
516,Visual novel,5.84,1
4864,Visual novel,5.84,1
6402,Unknown,5.84,1
8089,Unknown,5.84,1
6310,Unknown,5.84,1
13653,Unknown,5.84,1
9057,Game,5.84,1
12544,Manga,5.84,1
9242,Original,5.84,1
10092,Unknown,5.84,1
5825,Original,5.84,1
5525,Original,5.84,1
8133,Original,5.84,1
1695,Original,5.84,1
2580,Visual novel,5.84,1
6317,Manga,5.84,1
9211,Other,5.84,1
11613,Unknown,5.84,1
1795,Unknown,5.85,1
11841,Other,5.85,1
6378,Unknown,5.85,1
11978,Visual novel,5.85,1
13688,Unknown,5.85,1
8618,Manga,5.85,1
8203,Manga,5.85,1
10884,Visual novel,5.85,1
13779,Unknown,5.85,1
368,Game,5.85,1
6122,Unknown,5.85,1
13028,Unknown,5.85,1
757,Unknown,5.85,1
11965,Manga,5.85,1
6358,Unknown,5.85,1
4675,Unknown,5.85,1
2625,Manga,5.85,1
4711,Manga,5.85,1
10676,Visual novel,5.85,1
4346,Original,5.85,1
7898,Manga,5.85,1
79,Music,5.85,1
8912,Unknown,5.85,1
5655,Unknown,5.85,1
5021,Card game,5.85,1
9262,Manga,5.85,1
11091,Original,5.85,1
3330,Unknown,5.85,1
179,Original,5.85,1
11284,4-koma manga,5.85,1
4479,Visual novel,5.85,1
7173,Unknown,5.85,1
1979,Manga,5.85,1
12195,Unknown,5.85,1
10672,Unknown,5.85,1
6092,Original,5.85,1
6448,Unknown,5.85,1
9592,Unknown,5.85,1
12727,Unknown,5.85,1
14071,Unknown,5.86,1
2014,Original,5.86,1
7408,Manga,5.86,1
1915,Original,5.86,1
75,Unknown,5.86,1
10468,Manga,5.86,1
14109,Other,5.86,1
1182,Unknown,5.86,1
2552,Novel,5.86,1
4174,Unknown,5.86,1
10071,Unknown,5.86,1
8681,Unknown,5.86,1
731,Original,5.86,1
12510,Manga,5.86,1
707,Original,5.86,1
4839,Original,5.86,1
2847,Unknown,5.86,1
6554,Unknown,5.86,1
10782,Original,5.86,1
12728,Original,5.86,1
12624,Manga,5.86,1
6781,Original,5.86,1
2731,Other,5.86,1
5725,Manga,5.86,1
2905,Unknown,5.86,1
7273,Unknown,5.86,1
7039,Unknown,5.86,1
14164,Unknown,5.86,1
5856,Original,5.86,1
1972,Unknown,5.86,1
5376,Original,5.86,1
2535,Unknown,5.86,1
7790,Manga,5.86,1
780,Unknown,5.86,1
10560,Manga,5.86,1
8298,Manga,5.86,1
2078,Unknown,5.86,1
11919,Unknown,5.86,1
14258,Unknown,5.86,1
1742,Unknown,5.86,1
2100,Unknown,5.86,1
7969,Unknown,5.86,1
11544,Manga,5.86,1
4341,Unknown,5.86,1
11852,Music,5.86,1
86,Original,5.86,1
1697,Manga,5.86,1
12530,Unknown,5.86,1
3541,Unknown,5.86,1
11990,Visual novel,5.86,1
10911,Unknown,5.86,1
13442,Unknown,5.86,1
3301,Manga,5.86,1
3594,Unknown,5.87,1
7553,Visual novel,5.87,1
1346,Original,5.87,1
9069,Novel,5.87,1
2340,Visual novel,5.87,1
5757,Unknown,5.87,1
12862,Unknown,5.87,1
8979,Original,5.87,1
5119,Original,5.87,1
5179,Visual novel,5.87,1
5127,Unknown,5.87,1
2694,Unknown,5.87,1
7194,Unknown,5.87,1
10493,Unknown,5.87,1
12723,Unknown,5.87,1
1278,Manga,5.87,1
4565,Original,5.87,1
11661,Original,5.87,1
3218,Unknown,5.87,1
12674,Unknown,5.87,1
4139,Visual novel,5.87,1
6750,Game,5.87,1
7796,Unknown,5.87,1
10208,Visual novel,5.87,1
14294,Original,5.87,1
13495,Unknown,5.87,1
10136,Other,5.87,1
3087,Manga,5.87,1
11782,Unknown,5.87,1
7773,Original,5.87,1
6471,Unknown,5.87,1
6241,Original,5.87,1
65,Unknown,5.87,1
6769,Manga,5.87,1
878,Unknown,5.87,1
7890,Original,5.87,1
3819,Unknown,5.88,1
8804,Unknown,5.88,1
14160,Unknown,5.88,1
13051,Original,5.88,1
11019,Unknown,5.88,1
8926,Manga,5.88,1
8072,Light novel,5.88,1
3748,Visual novel,5.88,1
5175,Visual novel,5.88,1
1995,Card game,5.88,1
6719,Original,5.88,1
11477,Unknown,5.88,1
11800,Manga,5.88,1
11033,Original,5.88,1
6715,Unknown,5.88,1
2567,Game,5.88,1
9402,Unknown,5.88,1
